,,UP,DOWN,LEFT,RIGHT
3,7,-0.06158737900000001,-100.0,-100.0,-0.07010867727536971
3,8,-0.07420043575000002,-100.0,-0.0739335165553,-0.0792560473274981
3,9,-0.07554499041885221,-0.07764996307103146,-0.07810904857249,-100.0
4,0,0.0,0.0,0.0,1.0
4,1,0.0,0.0,0.0,0.0
4,2,0.0,0.0,0.0,0.0
4,3,-100.0,-0.09362016707956142,-100.0,-100.0
4,4,0.0,0.0,0.0,0.0
4,5,-0.010000000000000002,-0.010000000000000002,-100.0,0.0
4,6,0.0,0.0,0.0,0.0
4,7,0.0,0.0,0.0,0.0
4,8,0.0,0.0,0.0,0.0
4,9,-0.07327371675637001,-0.07702016276295802,-100.0,-100.0
5,0,-0.010000000000000002,-0.010000000000000002,-100.0,3.3096639014123372
5,1,9.999635646105794,4.367729105302509,0.4894086567973872,-100.0
5,2,0.0,0.0,0.0,0.0
5,3,-0.0947392160945223,-0.08518015258309991,-100.0,-100.0
5,4,0.0,0.0,0.0,0.0
5,5,-0.010000000000000002,-0.13147408265809593,-100.0,-0.09698027369202471
5,6,-100.0,-0.07527595372812823,-0.07479464502619002,-0.07631400988585002
5,7,-100.0,-0.08419854317138344,-0.06941396404351001,-0.07582546520904702
5,8,-100.0,-0.07493513306725003,-0.07769564829509124,-0.0761335590943
5,9,-0.07508226782251001,-0.07548372623518003,-0.07724437074835211,-100.0
6,0,-0.027100000000000006,0.03884855808484533,-100.0,2.8883392777713834
6,1,8.897411644381979,2.200501305664887,0.4988660182861798,1.289638205088869
6,2,-100.0,0.05893923329362094,5.194787660781674,-0.039696124180916156
6,3,-0.08576813753556312,-0.08876251040671329,0.827871169330943,-0.08965353557902248
6,4,-100.0,-0.09543813552319493,-0.08704722939046958,-0.09341554443919212
6,5,-0.08841088679053512,-0.09279248753565938,-0.09620023170717139,-0.09233678597142432
6,6,-0.0847970717493061,-100.0,-0.0928141305207058,-0.0693102534759803
6,7,-0.07781091414679991,-100.0,-0.07782267841221333,-0.07685929563603096
6,8,-0.07700888431001107,-100.0,-0.07748538268440881,-0.07028910153260201
6,9,-0.07630833787451552,-100.0,-0.06989373347630726,-100.0
7,0,-0.019000000000000003,-0.028000000000000004,-100.0,1.911266251758321
7,1,7.892339345893483,-100.0,0.09364845979817135,0.027744170217605474
7,2,1.3695406122850124,-100.0,-0.011710000000000002,-0.1348262893105773
7,3,-0.09084395601369283,-100.0,-0.0914508331435051,-0.09170171708216447
7,4,-0.09017051074385475,-100.0,-0.09536865517309699,-0.08727848264102323
7,5,-0.09263958000023251,-100.0,-0.08845542858410113,-100.0
7,6,0.0,0.0,0.0,0.0
7,7,0.0,0.0,0.0,0.0
7,8,0.0,0.0,0.0,0.0
7,9,0.0,0.0,0.0,0.0
8,0,0.04848755808484534,-0.036910000000000005,-100.0,-100.0
8,1,0.0,0.0,0.0,0.0
8,2,0.0,0.0,0.0,0.0
8,3,0.0,0.0,0.0,0.0
8,4,0.0,0.0,0.0,0.0
8,5,0.0,0.0,0.0,0.0
8,6,-100.0,-0.019981000000000006,-100.0,-0.019000000000000003
8,7,-100.0,-100.0,-0.010000000000000002,-0.010000000000000002
8,8,0.0,0.0,0.0,-0.010000000000000002
8,9,-100.0,9.971428571428572,0.0,0.0
9,0,-0.027100000000000006,-100.0,-100.0,-0.028810000000000002
9,1,-100.0,-100.0,-0.021520000000000004,-0.028891000000000007
9,2,-100.0,-100.0,-0.020791000000000004,-0.02962
9,3,-100.0,-100.0,-0.020791000000000004,-0.028000000000000004
9,4,-100.0,-100.0,-0.019981000000000006,-0.028810000000000002
9,5,-100.0,-100.0,-0.021520000000000004,-0.028810000000000002
9,6,-0.028000000000000004,-100.0,-0.020791000000000004,-100.0
9,7,0.0,0.0,0.0,0.0
9,8,0.0,0.0,0.0,0.0
9,9,0.0,0.0,0.0,0.0
